date,Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Bearing_temperature),Generator_speed,Yaw_angle,Wind_direction,Wheel_hub_temperature,Gear_box_inlet_temperature,Failure_status
2021-02-01,7.878531229966305,2.3153698746423506,32.7401647910911,86.45239854194675,65.04968802009063,33.680184371369634,134.14751331806042,56.46057872826243,100.0,1456.0173828490108,14.437188797416221,7.276999257970369,12.738842677022067,17.5842940939249,No_failure
2021-04-29,43.880414904817265,0.7805990144030762,-55.99497430080224,59.779320575562515,101.43099704495467,-17.60142213615561,24.19826047799696,-4.882679199436751,39.03073920136532,361.9794468443353,98.15920098380127,148.1068470521617,-75.94116345632983,28.078777976890265,Failure
2021-07-27,14.215257333295687,2.0898552045888152,40.0,81.04497800213792,50.0,28.690092726784883,134.45379208761318,43.26726867305227,93.97123710299698,1402.9695267772513,14.88917351755652,209.73080515607774,62.908711013867446,13.796215733472327,No_failure
2021-06-05,41.57870582047871,0.14975828706714442,-54.05000330069626,46.7673161329207,112.22455164805024,-2.7776224277707087,23.75871287663308,7.769757147055884,15.757189299618865,520.0339434129986,165.9534303339872,218.713930389391,-74.25891018130652,21.982525205492983,Failure
2021-05-26,19.067138934099592,2.973043078004192,12.731400435038877,89.48940184927183,84.52700789495492,40.0,111.17373768959916,48.20621916967748,70.0,1167.887108511165,13.514680251646965,32.583664151576016,7.287559222717007,11.303291738681443,No_failure
2021-01-26,21.920053135691333,2.6175498466817215,4.41592032601177,79.28764565089092,84.9975389561042,15.544206904389412,180.5313050384612,54.57035899212476,70.0,1244.2670868396735,15.88487227028795,53.48329537768387,-6.775173854690589,18.564002934271333,No_failure
2021-06-24,41.39459807499395,0.4106018709973827,-50.819147428174865,31.928106702411796,100.07073574326303,-8.780497913244618,9.50158551089293,5.447852978783882,56.98050209991592,570.6362329091613,152.1588211309239,100.61369088648718,-52.55597393644207,28.114091193966004,Failure
2021-08-11,11.507174982348157,3.0162574650597,40.0,84.92738686963139,58.216731282946476,-4.0811180679145895,234.01444140785486,53.422256973580794,100.0,1028.3615129379764,3.976742450017281,115.20173061748112,25.679666358775112,12.72556711228978,No_failure
2021-05-28,18.348501503841455,3.181955455186414,0.6662298215938564,74.85924963851063,73.25260507372745,5.434728298951991,161.47817450683948,44.82013809330661,70.0,1000.0,16.61401388074183,190.10119796323556,44.775535045994786,18.766165658537,No_failure
2021-04-24,17.530536613136704,3.202156758217016,22.230306594881213,86.53814887388495,73.49172797594748,30.63468164201803,300.0,51.21833011644504,70.0,1000.0,26.00983076869376,73.13554241332355,34.21753756790197,16.088980650553456,No_failure
2021-11-03,0.1121456704517787,6.988979169543394,21.095453350104833,140.37653944222257,115.44818638660215,84.1127678254437,391.29235206008894,91.39966676302642,149.06483536277815,2227.7840900770334,167.33770941538515,318.9807241516655,110.6533097363287,97.89897416538862,Failure
2021-05-08,14.895105072725316,3.385771342263028,11.264871193240822,77.80791799969143,79.61663981330675,-1.5448694949330033,101.84093503374046,52.408382259502574,100.0,1362.6908783092074,0.2573153677779248,172.89068117997374,1.0169762767050123,12.858142204323554,No_failure
2021-10-06,25.0,2.0,40.0,98.8909846689284,69.43208411750206,36.061981359004406,268.4116054203371,48.89599691381687,70.0,1691.9395427843801,11.590324910229127,39.52692659631609,38.376085587416156,18.043754612896212,No_failure
2021-07-04,17.581917299954792,2.753055942882929,3.0817248944932776,89.94647236192613,76.91264614415223,-16.31433882197275,242.98697683787785,54.2812086104925,70.0,1440.6571985241053,8.117197703837618,113.79586496323691,50.47316742474938,19.149381390025006,No_failure
2021-02-23,13.648083068241222,,14.256381243891363,83.13955112676705,59.13802101200007,-9.943499114335072,210.5784743912319,44.832776874188646,70.0,1732.3715043254758,16.598633897666968,56.18507668805949,-40.0,13.669945868891576,No_failure
2021-06-18,23.385882764580096,3.169432474454311,40.0,72.85227289683787,60.26138369303979,-1.4885429721787915,55.709276512319576,39.50497308239237,70.0,1599.0895394890058,15.078995123296105,15.154305370581339,-1.7438154002137765,16.65213042917793,No_failure
2021-08-04,7.0831535016573826,3.027461591526226,40.0,96.35901016952808,56.70277503269725,35.432353427340566,171.4567152441431,38.43592570741428,91.67220878444864,1065.0042800270417,46.85497965535312,15.010820927721856,35.61273046753631,14.897497802005342,No_failure
2021-06-25,13.757741574178903,2.678891354180405,33.693810560079115,82.2498283815304,57.68291000128196,4.1436509417871905,227.82384736411097,40.734383720709566,74.8222811466938,1473.5393457192326,2.682527039933365,16.713869328316143,5.380321240777196,12.43771759391849,No_failure
2021-07-15,19.580439752320352,2.145514750719904,13.315477040117848,73.23296172714608,68.73581131019539,25.77181163573851,221.00261458072964,59.4389253897463,70.0,1420.1845633739754,10.159606142246544,39.15542824928589,37.51145400114644,17.693774882822957,No_failure
2021-08-29,11.63155109736497,2.8359453621499733,40.0,86.79702818612948,84.6359767930028,17.113187263801414,86.90347893085467,49.577622909872005,100.0,1434.5122482243232,7.838405330322027,28.160275056443734,80.0,14.390315678740762,No_failure
2021-03-19,16.145553657525795,3.1553016945360497,40.0,71.88110682035257,78.17662036301796,9.654595529349622,259.1894832249178,42.763902704413965,70.0,1256.1727882360644,2.4561612069449064,12.839868445468525,30.443575067581975,19.462056126240867,No_failure
2021-03-28,12.645397282240648,2.487993875189506,13.916131903634755,86.55988324156078,73.04483871065587,18.226698269289948,178.72313383097213,30.68469028234793,70.0,1565.844131518605,3.993806612631455,19.719234212053596,-40.0,11.09954510225852,No_failure
2021-07-09,11.837710490881907,2.760586765152373,10.441298950811243,80.22856057691851,72.24722002714654,-11.194502690091188,183.87696430245992,37.52822508800501,100.0,1738.659153312647,5.574054354018931,7.110171805245798,-28.956890162468937,19.540913295451524,No_failure
2021-07-30,0.07990606718726112,6.486690865519895,30.45438226681485,128.657857359251,108.32484855132469,64.41942739151455,379.142974886962,94.78513033600908,141.81401262726374,2476.7183518631728,115.17936174500247,353.2013228960254,112.56041347828315,116.46232051568447,Failure
2021-09-24,1.5953694603283102,5.918387080130133,9.908261571111161,133.611165859057,113.79297930317638,62.1618949988501,360.9424330106124,85.9344212184009,139.53061129101292,2121.9166043073474,165.3527695225299,-50.48761986696812,98.58030706686313,112.8571065664552,Failure
2021-05-25,39.68358543893445,1.0793018596643136,-57.60859219425714,64.2320670587805,129.04584497747075,-10.591784344203713,19.284153685232788,0.9432729190298268,15.244799624285754,768.4070942038428,90.9959065509664,-106.8925274255678,-86.68723672786489,27.87452895397161,Failure
2021-01-30,21.549303936036473,3.5,15.601345603154872,89.64140913396852,77.08487192104147,20.02273263032624,178.3187512195473,47.449987690957194,100.0,1379.2389389736868,9.033118222895643,70.04942936521928,80.0,14.94404663626245,No_failure
2021-11-04,10.054084184475682,3.5,12.356774779453922,92.91232041041303,76.67997289972092,-2.6849635997935177,85.81421588355072,46.95174664116151,70.0,1295.4803417737453,13.886053175417135,13.93558734484506,29.022935778123028,15.006473181752176,No_failure
2021-07-01,14.399315802423946,2.0669353933649823,0.36552289494708035,98.23063052106048,86.12990594213743,-0.8901375404430887,262.9542548790764,42.92312995930123,96.49158295356168,1500.387105529996,21.017632492089056,14.500425670037048,78.67203435372302,18.80271695331717,No_failure
2021-05-03,40.13023404965438,0.5032280783421901,-34.587355892170166,36.657245909784365,105.48559048316525,-3.1142717279253453,36.191979671116535,4.978277818567314,59.82143590002179,778.6006655950457,108.06053409385459,67.16425319753071,-69.10147055964576,24.46917490167533,Failure
2021-09-30,11.281625065292316,2.75698180262806,40.0,71.05235353048283,75.21320034279924,19.68454384042802,115.18327797937657,40.86112153811811,70.0,1482.727203887546,5.707788625305146,75.15312929746585,-40.0,14.411077337344459,No_failure
2021-11-13,6.721366926742061,3.365840071864485,12.706251793850276,95.91822719727864,68.60344680122427,-9.116709666333918,186.64201101184622,60.0,70.0,1118.0145167216276,3.6273088377201734,60.75173965973707,9.442889920091293,19.23275348483689,No_failure
2021-03-21,40.931300324047896,0.44917628998702414,-43.57877881019955,44.74108322519048,113.01800424284063,-11.21166005637328,21.80845282214305,19.342227373705377,49.211708539321286,558.0927303398993,101.64139359440513,200.9829814469179,-67.5119746541561,23.983163403003964,Failure
2021-05-29,38.54775454706267,1.0275714383133814,-46.022251903579175,47.94212886506131,111.11825616253918,-13.321712975563862,26.84094816365547,-18.203648993613072,36.27392367547923,617.361946071486,150.21535873940815,213.13443354413272,-71.65203600345922,21.75469574902232,Failure
2021-10-04,8.830548336561613,2.5342112941578354,23.725847044550992,83.66137774105194,82.5525598626007,-16.33863471618638,94.53921857809831,44.440948411817565,71.2424860175523,1800.0,9.754015402646937,0.6357013908882508,9.488876205341649,18.62431173448366,No_failure
2021-03-21,43.15107073768425,0.16274766218347597,-43.376542526150644,16.86210890215986,121.48404756648779,-8.946108312665498,38.52798938708299,-8.210955593887867,10.27134949176726,704.5607047463966,136.65420495054468,115.78615739437741,-85.09249422761579,26.29175479415086,Failure
2021-02-19,13.919629324225625,3.119348160565695,,95.85867083417615,61.591579706161525,5.381763099676189,232.5357200934909,40.2481029093987,77.44692192309367,1246.9531511093562,20.17777980524584,111.33047802915404,56.50284329097222,13.564342956654231,No_failure
2021-09-28,18.62142763337136,2.662406579518997,0.9953616502094691,93.82503385963678,57.4543681281763,22.227853762678933,169.09024820858153,34.08935501782398,100.0,1539.3280437483052,8.176183428911113,80.90545391386804,35.94947281287581,15.386257342688836,No_failure
2021-05-15,9.5868453695748,2.2043786983958755,8.122904248189439,71.7880043111018,60.18022163935662,-1.2225570114927073,261.520356794536,39.38761728374318,100.0,1508.853086468058,11.456198735196367,87.58824404905377,73.77983416638136,19.354485407702395,No_failure
2021-08-25,12.99744515970318,2.8915804434929306,,98.22801071189255,70.98681309495507,2.4296510663601394,300.0,41.34627554702823,70.0,,13.040418820988672,169.69547281339754,28.16586912808828,15.21672448489163,No_failure
2021-08-05,12.805378432131015,2.6305588645371842,2.2750159936991676,99.92267052608517,53.733457237877936,30.21475328185708,76.42552537871977,46.31552364394448,70.0,1800.0,16.003467466214584,155.29242973728958,-14.690817616047262,15.452687875185282,No_failure
2021-05-17,24.60946419423521,3.410921261956016,5.45071836518052,71.28763559164112,68.42479831023003,27.33333534596428,206.64966634369603,53.96126974882074,70.0,1428.0434120910365,0.2287353967118424,23.20231199150782,37.376909736152314,14.10322344109652,No_failure
2021-09-25,14.372266473730432,2.066652846963187,32.37545811087558,83.17174384411003,58.690821852692466,38.85153691028542,300.0,47.02726145150404,100.0,1437.681779560413,8.86363257087803,95.05791814155437,37.077177875293984,15.143694829828696,No_failure
2021-04-11,10.317621373957275,2.7362569809146846,15.188310207420304,79.29894041032861,80.15661876712913,0.33717812001031966,109.62348075849366,33.18342202156578,100.0,1487.6992834772966,21.197852755725084,83.85493715376555,-32.45458971203853,16.760195006356998,No_failure
